case_id,environment,tier,level,level_name,behavior,pair_id,needs_ambient_context,adversarial_type,experiment,profile,tool_size,gold_position,model,contract,tool_selection_exact,full_call_exact,sequence_success,arg_exact_match,arg_precision,arg_recall,arg_f1,e2e_success,expected_action,took_action,decision_correct,false_action,missed_action,destructive_action,abstained,asked_clarification,gold_tool_offered,n_expected_calls,n_actual_calls,n_tools_offered,confidence,latency_ms,peak_ram_mb,error,failure_types
business_ops.D2.03,business_ops,3,2,distraction,tool_call,,False,irrelevant,profile,baseline,20,natural,needle3,raw,False,False,False,False,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,2,20,1.0,840.2914999996938,135.6,,extra_tool
business_ops.D2.03,business_ops,3,2,distraction,tool_call,,False,irrelevant,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,2,20,1.0,840.2914999996938,135.6,,extra_tool
business_ops.D2.06,business_ops,3,2,distraction,no_call,,False,missing_argument,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,True,False,False,True,0,4,20,1.0,1018.6723999986498,135.7,,unsupported_but_called|extra_tool
business_ops.D2.06,business_ops,3,2,distraction,no_call,,False,missing_argument,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,True,False,False,True,0,4,20,1.0,1018.6723999986498,135.7,,unsupported_but_called|extra_tool
business_ops.D3.01,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,4,20,0.9094,1021.7122000003656,135.8,,extra_tool|wrong_argument
business_ops.D3.01,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,4,20,0.9094,1021.7122000003656,135.8,,extra_tool|wrong_argument
business_ops.D3.02,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,1021.6152999992119,136.1,,extra_tool|wrong_argument
business_ops.D3.02,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,1021.6152999992119,136.1,,extra_tool|wrong_argument
business_ops.D3.03,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,1007.0227999995041,136.3,,extra_tool|wrong_argument
business_ops.D3.03,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,1007.0227999995041,136.3,,extra_tool|wrong_argument
business_ops.D3.04,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,856.9539000000077,136.3,,extra_tool|wrong_argument
business_ops.D3.04,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,20,1.0,856.9539000000077,136.3,,extra_tool|wrong_argument
business_ops.D3.06,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,True,False,True,1,0,20,1.0,189.3443999997544,136.4,,
business_ops.D3.06,business_ops,3,3,context,tool_call,,True,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,True,False,True,1,0,20,1.0,189.3443999997544,136.4,,
business_ops.D4.03,business_ops,3,4,parallel,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,True,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,2,2,20,0.9768,608.2501999999295,136.4,,wrong_argument
business_ops.D4.03,business_ops,3,4,parallel,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,True,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,2,2,20,0.9768,608.2501999999295,136.4,,wrong_argument
business_ops.D5.01,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,2,5,20,0.9718,1508.8774000005287,136.4,,extra_tool|wrong_argument
business_ops.D5.01,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,2,5,20,0.9718,1508.8774000005287,136.4,,extra_tool|wrong_argument
business_ops.D5.02,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,4,20,0.8413,1360.9216999993805,136.4,,missing_tool|wrong_tool|wrong_argument
business_ops.D5.02,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,4,20,0.8413,1360.9216999993805,136.4,,missing_tool|wrong_tool|wrong_argument
business_ops.D5.03,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,False,False,False,False,False,True,2,3,20,0.9796,897.3892999993041,136.4,,missing_tool|wrong_tool|wrong_argument
business_ops.D5.03,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,False,False,False,False,False,True,2,3,20,0.9796,897.3892999993041,136.4,,missing_tool|wrong_tool|wrong_argument
business_ops.D5.04,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,False,False,False,False,False,True,2,5,20,0.9809,1223.6500000008164,136.4,,extra_tool|wrong_argument
business_ops.D5.04,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.5,0.3333333333333333,0.4,False,True,True,True,False,False,False,False,False,True,2,3,20,0.9809,1223.6500000008164,136.4,,missing_tool|wrong_tool|wrong_argument|gated_by_contract
business_ops.D5.05,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,2,5,20,0.8954,1255.8214000009684,136.4,,extra_tool|wrong_argument
business_ops.D5.05,business_ops,3,5,dependent,multiple_tool_calls,,False,,profile,baseline,20,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,2,5,20,0.8954,1255.8214000009684,136.4,,extra_tool|wrong_argument
